File_name,Plate_in_file,row_A_antigen,row_B_antigen ,row_C_antigen,row_D_antigen,row_E_antigen,row_F_antigen,row_G_antigen,row_H_antigen,row_A_sample ,row_B_sample,row_C_sample ,row_D_sample,row_E_sample ,row_F_sample,row_G_sample ,row_H_sample,format,p24-file
2021-02-12_YH_IBD_10-plates_Antigen38-39-40-L1toL19-and-L21,8,p24-standard,Brisavirus,Vientovirus,Norovirus,p24-standard,Brisavirus,Vientovirus,Norovirus,BB-POS,L15,L15,L15,BB-POS,L16,L16,L16,twosamples-3antigens-3rep,neg-pos-concentrations.txt
2021-02-12_YH_IBD_10-plates_Antigen38-39-40-L1toL19-and-L21,9,p24-standard,Brisavirus,Vientovirus,Norovirus,p24-standard,Brisavirus,Vientovirus,Norovirus,BB-POS,L17,L17,L17,BB-POS,L18,L18,L18,twosamples-3antigens-3rep,neg-pos-concentrations.txt
2021-02-12_YH_IBD_10-plates_Antigen38-39-40-L1toL19-and-L21,10,p24-standard,Brisavirus,Vientovirus,Norovirus,p24-standard,Brisavirus,Vientovirus,Norovirus,BB-POS,L19,L19,L19,BB-POS,L21,L21,L21,twosamples-3antigens-3rep,neg-pos-concentrations.txt
2021-02-23_YH_IBD_16-plates_Antigen21N1-22-20.txt,1,p24-standard,CMV,HSV-1,HSV-2,p24-standard,CMV,HSV-1,HSV-2,BB-POS,L20,L20,L20,BB-POS,L22,L22,L22,twosamples-3antigens-3rep,neg-pos-concentrations.txt
2021-02-23_YH_IBD_16-plates_Antigen21N1-22-20.txt,2,p24-standard,CMV,HSV-1,HSV-2,p24-standard,CMV,HSV-1,HSV-2,BB-POS,L23,L23,L23,BB-POS,L24,L24,L24,twosamples-3antigens-3rep,neg-pos-concentrations.txt
2021-02-23_YH_IBD_16-plates_Antigen21N1-22-20.txt,3,p24-standard,CMV,HSV-1,HSV-2,p24-standard,CMV,HSV-1,HSV-2,BB-POS,L80,L80,L80,BB-POS,L81,L81,L81,twosamples-3antigens-3rep,neg-pos-concentrations.txt
2021-02-23_YH_IBD_16-plates_Antigen21N1-22-20.txt,4,p24-standard,CMV,HSV-1,HSV-2,p24-standard,CMV,HSV-1,HSV-2,BB-POS,L82,L82,L82,BB-POS,L83,L83,L83,twosamples-3antigens-3rep,neg-pos-concentrations.txt
2021-02-23_YH_IBD_16-plates_Antigen21N1-22-20.txt,5,p24-standard,CMV,HSV-1,HSV-2,p24-standard,CMV,HSV-1,HSV-2,BB-POS,L84,L84,L84,BB-POS,L85,L85,L85,twosamples-3antigens-3rep,neg-pos-concentrations.txt
2021-02-23_YH_IBD_16-plates_Antigen21N1-22-20.txt,6,p24-standard,CMV,HSV-1,HSV-2,p24-standard,CMV,HSV-1,HSV-2,BB-POS,L86,L86,L86,BB-POS,L87,L87,L87,twosamples-3antigens-3rep,neg-pos-concentrations.txt
2021-02-23_YH_IBD_16-plates_Antigen21N1-22-20.txt,7,p24-standard,CMV,HSV-1,HSV-2,p24-standard,CMV,HSV-1,HSV-2,BB-POS,L88,L88,L88,BB-POS,L90,L90,L90,twosamples-3antigens-3rep,neg-pos-concentrations.txt
2021-02-23_YH_IBD_16-plates_Antigen21N1-22-20.txt,8,p24-standard,CMV,HSV-1,HSV-2,p24-standard,CMV,HSV-1,HSV-2,BB-POS,L91,L91,L91,BB-POS,L92,L92,L92,twosamples-3antigens-3rep,neg-pos-concentrations.txt
2021-02-23_YH_IBD_16-plates_Antigen21N1-22-20.txt,9,p24-standard,CMV,HSV-1,HSV-2,p24-standard,CMV,HSV-1,HSV-2,BB-POS,L93,L93,L93,BB-POS,L94,L94,L94,twosamples-3antigens-3rep,neg-pos-concentrations.txt
2021-02-23_YH_IBD_16-plates_Antigen21N1-22-20.txt,10,p24-standard,CMV,HSV-1,HSV-2,p24-standard,CMV,HSV-1,HSV-2,BB-POS,L95,L95,L95,BB-POS,L96,L96,L96,twosamples-3antigens-3rep,neg-pos-concentrations.txt
2021-02-23_YH_IBD_16-plates_Antigen21N1-22-20.txt,11,p24-standard,CMV,HSV-1,HSV-2,p24-standard,CMV,HSV-1,HSV-2,BB-POS,L97,L97,L97,BB-POS,L98,L98,L98,twosamples-3antigens-3rep,neg-pos-concentrations.txt
2021-02-23_YH_IBD_16-plates_Antigen21N1-22-20.txt,12,p24-standard,CMV,HSV-1,HSV-2,p24-standard,CMV,HSV-1,HSV-2,BB-POS,L99,L99,L99,BB-POS,L100,L100,L100,twosamples-3antigens-3rep,neg-pos-concentrations.txt
2021-02-23_YH_IBD_16-plates_Antigen21N1-22-20.txt,13,p24-standard,CMV,HSV-1,HSV-2,p24-standard,CMV,HSV-1,HSV-2,BB-POS,L101,L101,L101,BB-POS,L102,L102,L102,twosamples-3antigens-3rep,neg-pos-concentrations.txt
2021-02-23_YH_IBD_16-plates_Antigen21N1-22-20.txt,14,p24-standard,CMV,HSV-1,HSV-2,p24-standard,CMV,HSV-1,HSV-2,BB-POS,L103,L103,L103,BB-POS,L104,L104,L104,twosamples-3antigens-3rep,neg-pos-concentrations.txt
2021-02-23_YH_IBD_16-plates_Antigen21N1-22-20.txt,15,p24-standard,CMV,HSV-1,HSV-2,p24-standard,CMV,HSV-1,HSV-2,BB-POS,L105,L105,L105,BB-POS,L106,L106,L106,twosamples-3antigens-3rep,neg-pos-concentrations.txt
2021-02-23_YH_IBD_16-plates_Antigen21N1-22-20.txt,16,p24-standard,CMV,HSV-1,HSV-2,p24-standard,CMV,HSV-1,HSV-2,BB-POS,L107,L107,L107,BB-POS,L108,L108,L108,twosamples-3antigens-3rep,neg-pos-concentrations.txt
2021-02-24_YH_IBD_16-plates_Antigen21N-18-22.txt,1,p24-standard,CMV,HSV-1,HSV-2,p24-standard,CMV,HSV-1,HSV-2,BB-POS,L109,L109,L109,BB-POS,L110,L110,L110,twosamples-3antigens-3rep,neg-pos-concentrations.txt
2021-02-24_YH_IBD_16-plates_Antigen21N-18-22.txt,2,p24-standard,CMV,HSV-1,HSV-2,p24-standard,CMV,HSV-1,HSV-2,BB-POS,L400,L400,L400,BB-POS,L401,L401,L401,twosamples-3antigens-3rep,neg-pos-concentrations.txt
2021-02-24_YH_IBD_16-plates_Antigen21N-18-22.txt,3,p24-standard,CMV,HSV-1,HSV-2,p24-standard,CMV,HSV-1,HSV-2,BB-POS,L402,L402,L402,BB-POS,L403,L403,L403,twosamples-3antigens-3rep,neg-pos-concentrations.txt
2021-02-24_YH_IBD_16-plates_Antigen21N-18-22.txt,4,p24-standard,CMV,HSV-1,HSV-2,p24-standard,CMV,HSV-1,HSV-2,BB-POS,L149 ,L149 ,L149 ,BB-POS,L150,L150,L150,twosamples-3antigens-3rep,neg-pos-concentrations.txt
2021-02-24_YH_IBD_16-plates_Antigen21N-18-22.txt,5,p24-standard,CMV,HSV-1,HSV-2,p24-standard,CMV,HSV-1,HSV-2,BB-POS,L224,L224,L224,BB-POS,L225,L225,L225,twosamples-3antigens-3rep,neg-pos-concentrations.txt
2021-02-24_YH_IBD_16-plates_Antigen21N-18-22.txt,6,p24-standard,CMV,HSV-1,HSV-2,p24-standard,CMV,HSV-1,HSV-2,BB-POS,L25,L25,L25,BB-POS,L26,L26,L26,twosamples-3antigens-3rep,neg-pos-concentrations.txt
2021-02-24_YH_IBD_16-plates_Antigen21N-18-22.txt,7,p24-standard,CMV,HSV-1,HSV-2,p24-standard,CMV,HSV-1,HSV-2,BB-POS,L27,L27,L27,BB-POS,L28,L28,L28,twosamples-3antigens-3rep,neg-pos-concentrations.txt
2021-02-24_YH_IBD_16-plates_Antigen21N-18-22.txt,8,p24-standard,CMV,HSV-1,HSV-2,p24-standard,CMV,HSV-1,HSV-2,BB-POS,L29,L29,L29,BB-POS,L30,L30,L30,twosamples-3antigens-3rep,neg-pos-concentrations.txt
2021-02-24_YH_IBD_16-plates_Antigen21N-18-22.txt,9,p24-standard,CMV,HSV-1,HSV-2,p24-standard,CMV,HSV-1,HSV-2,BB-POS,L31,L31,L31,BB-POS,L32,L32,L32,twosamples-3antigens-3rep,neg-pos-concentrations.txt
2021-02-24_YH_IBD_16-plates_Antigen21N-18-22.txt,10,p24-standard,CMV,HSV-1,HSV-2,p24-standard,CMV,HSV-1,HSV-2,BB-POS,L33,L33,L33,BB-POS,L34,L34,L34,twosamples-3antigens-3rep,neg-pos-concentrations.txt
2021-02-24_YH_IBD_16-plates_Antigen21N-18-22.txt,11,p24-standard,CMV,HSV-1,HSV-2,p24-standard,CMV,HSV-1,HSV-2,BB-POS,L35,L35,L35,BB-POS,L36,L36,L36,twosamples-3antigens-3rep,neg-pos-concentrations.txt
2021-02-24_YH_IBD_16-plates_Antigen21N-18-22.txt,12,p24-standard,CMV,HSV-1,HSV-2,p24-standard,CMV,HSV-1,HSV-2,BB-POS,L37,L37,L37,BB-POS,L38,L38,L38,twosamples-3antigens-3rep,neg-pos-concentrations.txt
2021-02-24_YH_IBD_16-plates_Antigen21N-18-22.txt,13,p24-standard,CMV,HSV-1,HSV-2,p24-standard,CMV,HSV-1,HSV-2,BB-POS,L39,L39,L39,BB-POS,L40,L40,L40,twosamples-3antigens-3rep,neg-pos-concentrations.txt
2021-02-24_YH_IBD_16-plates_Antigen21N-18-22.txt,14,p24-standard,CMV,HSV-1,HSV-2,p24-standard,CMV,HSV-1,HSV-2,BB-POS,L41,L41,L41,BB-POS,L42,L42,L42,twosamples-3antigens-3rep,neg-pos-concentrations.txt
2021-02-24_YH_IBD_16-plates_Antigen21N-18-22.txt,15,p24-standard,CMV,HSV-1,HSV-2,p24-standard,CMV,HSV-1,HSV-2,BB-POS,L43,L43,L43,BB-POS,L44,L44,L44,twosamples-3antigens-3rep,neg-pos-concentrations.txt
2021-02-24_YH_IBD_16-plates_Antigen21N-18-22.txt,16,p24-standard,CMV,HSV-1,HSV-2,p24-standard,CMV,HSV-1,HSV-2,BB-POS,L45,L45,L45,BB-POS,L46,L46,L46,twosamples-3antigens-3rep,neg-pos-concentrations.txt
2021-03-02_YH_IBD_7-plates_Antigen21N-18-22,1,p24-standard,CMV,HSV-1,HSV-2,p24-standard,CMV,HSV-1,HSV-2,BB-POS,L47,L47,L47,BB-POS,L48,L48,L48,twosamples-3antigens-3rep,neg-pos-concentrations.txt
2021-03-02_YH_IBD_7-plates_Antigen21N-18-22,2,p24-standard,CMV,HSV-1,HSV-2,p24-standard,CMV,HSV-1,HSV-2,BB-POS,L111,L111,L111,BB-POS,L112,L112,L112,twosamples-3antigens-3rep,neg-pos-concentrations.txt
2021-03-02_YH_IBD_7-plates_Antigen21N-18-22,3,p24-standard,CMV,HSV-1,HSV-2,p24-standard,CMV,HSV-1,HSV-2,BB-POS,L113,L113,L113,BB-POS,L114,L114,L114,twosamples-3antigens-3rep,neg-pos-concentrations.txt
2021-03-02_YH_IBD_7-plates_Antigen21N-18-22,4,p24-standard,CMV,HSV-1,HSV-2,p24-standard,CMV,HSV-1,HSV-2,BB-POS,L115,L115,L115,BB-POS,L116,L116,L116,twosamples-3antigens-3rep,neg-pos-concentrations.txt
2021-03-02_YH_IBD_7-plates_Antigen21N-18-22,5,p24-standard,CMV,HSV-1,HSV-2,p24-standard,CMV,HSV-1,HSV-2,BB-POS,L159,L159,L159,BB-POS,L160,L160,L160,twosamples-3antigens-3rep,neg-pos-concentrations.txt
2021-03-02_YH_IBD_7-plates_Antigen21N-18-22,6,p24-standard,CMV,HSV-1,HSV-2,p24-standard,CMV,HSV-1,HSV-2,BB-POS,L161,L161,L161,BB-POS,L162,L162,L162,twosamples-3antigens-3rep,neg-pos-concentrations.txt
2021-03-02_YH_IBD_7-plates_Antigen21N-18-22,7,p24-standard,CMV,HSV-1,HSV-2,p24-standard,CMV,HSV-1,HSV-2,BB-POS,L163,L163,L163,BB-POS,L164,L164,L164,twosamples-3antigens-3rep,neg-pos-concentrations.txt
2019-11-22 LRK flaring-2 new-A1 L103-L110.txt,1,p24-standard,HIV-p24,TTV-16,TTMV-2,Norovirus,Sapovirus,Enterovirus A,Enterovirus B ,BB-POS,L103,L103,L103,L103,L103,L103,L103,onesample-seventantigens-3rep,neg-pos-concentrations.txt
2019-11-22 LRK flaring-2 new-A1 L103-L110.txt,2,p24-standard,HIV-p24,TTV-16,TTMV-2,Norovirus,Sapovirus,Enterovirus A,Enterovirus B ,BB-POS,L104,L104,L104,L104,L104,L104,L104,onesample-seventantigens-3rep,neg-pos-concentrations.txt
2019-11-22 LRK flaring-2 new-A1 L103-L110.txt,3,p24-standard,HIV-p24,TTV-16,TTMV-2,Norovirus,Sapovirus,Enterovirus A,Enterovirus B ,BB-POS,L105,L105,L105,L105,L105,L105,L105,onesample-seventantigens-3rep,neg-pos-concentrations.txt
2019-11-22 LRK flaring-2 new-A1 L103-L110.txt,4,p24-standard,HIV-p24,TTV-16,TTMV-2,Norovirus,Sapovirus,Enterovirus A,Enterovirus B ,BB-POS,L106,L106,L106,L106,L106,L106,L106,onesample-seventantigens-3rep,neg-pos-concentrations.txt
2019-11-22 LRK flaring-2 new-A1 L103-L110.txt,5,p24-standard,HIV-p24,TTV-16,TTMV-2,Norovirus,Sapovirus,Enterovirus A,Enterovirus B ,BB-POS,L107,L107,L107,L107,L107,L107,L107,onesample-seventantigens-3rep,neg-pos-concentrations.txt
2019-11-22 LRK flaring-2 new-A1 L103-L110.txt,6,p24-standard,HIV-p24,TTV-16,TTMV-2,Norovirus,Sapovirus,Enterovirus A,Enterovirus B ,BB-POS,L108,L108,L108,L108,L108,L108,L108,onesample-seventantigens-3rep,neg-pos-concentrations.txt
2019-11-22 LRK flaring-2 new-A1 L103-L110.txt,7,p24-standard,HIV-p24,TTV-16,TTMV-2,Norovirus,Sapovirus,Enterovirus A,Enterovirus B ,BB-POS,L109,L109,L109,L109,L109,L109,L109,onesample-seventantigens-3rep,neg-pos-concentrations.txt
2019-11-22 LRK flaring-2 new-A1 L103-L110.txt,8,p24-standard,HIV-p24,TTV-16,TTMV-2,Norovirus,Sapovirus,Enterovirus A,Enterovirus B ,BB-POS,L110,L110,L110,L110,L110,L110,L110,onesample-seventantigens-3rep,neg-pos-concentrations.txt
2019-11-21 LRK flaring-2 new-A1 L95-L102.txt,1,p24-standard,HIV-p24,TTV-16,TTMV-2,Norovirus,Sapovirus,Enterovirus A,Enterovirus B ,BB-POS,L95,L95,L95,L95,L95,L95,L95,onesample-seventantigens-3rep,neg-pos-concentrations.txt
2019-11-21 LRK flaring-2 new-A1 L95-L102.txt,2,p24-standard,HIV-p24,TTV-16,TTMV-2,Norovirus,Sapovirus,Enterovirus A,Enterovirus B ,BB-POS,L96,L96,L96,L96,L96,L96,L96,onesample-seventantigens-3rep,neg-pos-concentrations.txt
2019-11-21 LRK flaring-2 new-A1 L95-L102.txt,3,p24-standard,HIV-p24,TTV-16,TTMV-2,Norovirus,Sapovirus,Enterovirus A,Enterovirus B ,BB-POS,L97,L97,L97,L97,L97,L97,L97,onesample-seventantigens-3rep,neg-pos-concentrations.txt
2019-11-21 LRK flaring-2 new-A1 L95-L102.txt,4,p24-standard,HIV-p24,TTV-16,TTMV-2,Norovirus,Sapovirus,Enterovirus A,Enterovirus B ,BB-POS,L98,L98,L98,L98,L98,L98,L98,onesample-seventantigens-3rep,neg-pos-concentrations.txt
2019-11-21 LRK flaring-2 new-A1 L95-L102.txt,5,p24-standard,HIV-p24,TTV-16,TTMV-2,Norovirus,Sapovirus,Enterovirus A,Enterovirus B ,BB-POS,L99,L99,L99,L99,L99,L99,L99,onesample-seventantigens-3rep,neg-pos-concentrations.txt
2019-11-21 LRK flaring-2 new-A1 L95-L102.txt,6,p24-standard,HIV-p24,TTV-16,TTMV-2,Norovirus,Sapovirus,Enterovirus A,Enterovirus B ,BB-POS,L100,L100,L100,L100,L100,L100,L100,onesample-seventantigens-3rep,neg-pos-concentrations.txt
2019-11-21 LRK flaring-2 new-A1 L95-L102.txt,7,p24-standard,HIV-p24,TTV-16,TTMV-2,Norovirus,Sapovirus,Enterovirus A,Enterovirus B ,BB-POS,L101,L101,L101,L101,L101,L101,L101,onesample-seventantigens-3rep,neg-pos-concentrations.txt
2019-11-21 LRK flaring-2 new-A1 L95-L102.txt,8,p24-standard,HIV-p24,TTV-16,TTMV-2,Norovirus,Sapovirus,Enterovirus A,Enterovirus B ,BB-POS,L102,L102,L102,L102,L102,L102,L102,onesample-seventantigens-3rep,neg-pos-concentrations.txt
2019-11-20 LRK flaring-2 new-A1 L88-L94.txt,1,p24-standard,HIV-p24,TTV-16,TTMV-2,Norovirus,Sapovirus,Enterovirus A,Enterovirus B ,BB-POS,L88,L88,L88,L88,L88,L88,L88,onesample-seventantigens-3rep,neg-pos-concentrations.txt
2019-11-20 LRK flaring-2 new-A1 L88-L94.txt,2,p24-standard,HIV-p24,TTV-16,TTMV-2,Norovirus,Sapovirus,Enterovirus A,Enterovirus B ,BB-POS,L89,L89,L89,L89,L89,L89,L89,onesample-seventantigens-3rep,neg-pos-concentrations.txt
2019-11-20 LRK flaring-2 new-A1 L88-L94.txt,3,p24-standard,HIV-p24,TTV-16,TTMV-2,Norovirus,Sapovirus,Enterovirus A,Enterovirus B ,BB-POS,L90,L90,L90,L90,L90,L90,L90,onesample-seventantigens-3rep,neg-pos-concentrations.txt
2019-11-20 LRK flaring-2 new-A1 L88-L94.txt,4,p24-standard,HIV-p24,TTV-16,TTMV-2,Norovirus,Sapovirus,Enterovirus A,Enterovirus B ,BB-POS,L91,L91,L91,L91,L91,L91,L91,onesample-seventantigens-3rep,neg-pos-concentrations.txt
2019-11-20 LRK flaring-2 new-A1 L88-L94.txt,5,p24-standard,HIV-p24,TTV-16,TTMV-2,Norovirus,Sapovirus,Enterovirus A,Enterovirus B ,BB-POS,L92,L92,L92,L92,L92,L92,L92,onesample-seventantigens-3rep,neg-pos-concentrations.txt
2019-11-20 LRK flaring-2 new-A1 L88-L94.txt,6,p24-standard,HIV-p24,TTV-16,TTMV-2,Norovirus,Sapovirus,Enterovirus A,Enterovirus B ,BB-POS,L93,L93,L93,L93,L93,L93,L93,onesample-seventantigens-3rep,neg-pos-concentrations.txt
2019-11-20 LRK flaring-2 new-A1 L88-L94.txt,7,p24-standard,HIV-p24,TTV-16,TTMV-2,Norovirus,Sapovirus,Enterovirus A,Enterovirus B ,BB-POS,L94,L94,L94,L94,L94,L94,L94,onesample-seventantigens-3rep,neg-pos-concentrations.txt
2019-11-19 LRK flaring-2 new-A1 L80-L87.txt,1,p24-standard,HIV-p24,TTV-16,TTMV-2,Norovirus,Sapovirus,Enterovirus A,Enterovirus B ,BB-POS,L80,L80,L80,L80,L80,L80,L80,onesample-seventantigens-3rep,neg-pos-concentrations.txt
2019-11-19 LRK flaring-2 new-A1 L80-L87.txt,2,p24-standard,HIV-p24,TTV-16,TTMV-2,Norovirus,Sapovirus,Enterovirus A,Enterovirus B ,BB-POS,L81,L81,L81,L81,L81,L81,L81,onesample-seventantigens-3rep,neg-pos-concentrations.txt
2019-11-19 LRK flaring-2 new-A1 L80-L87.txt,3,p24-standard,HIV-p24,TTV-16,TTMV-2,Norovirus,Sapovirus,Enterovirus A,Enterovirus B ,BB-POS,L82,L82,L82,L82,L82,L82,L82,onesample-seventantigens-3rep,neg-pos-concentrations.txt
2019-11-19 LRK flaring-2 new-A1 L80-L87.txt,4,p24-standard,HIV-p24,TTV-16,TTMV-2,Norovirus,Sapovirus,Enterovirus A,Enterovirus B ,BB-POS,L83,L83,L83,L83,L83,L83,L83,onesample-seventantigens-3rep,neg-pos-concentrations.txt
2019-11-19 LRK flaring-2 new-A1 L80-L87.txt,5,p24-standard,HIV-p24,TTV-16,TTMV-2,Norovirus,Sapovirus,Enterovirus A,Enterovirus B ,BB-POS,L84,L84,L84,L84,L84,L84,L84,onesample-seventantigens-3rep,neg-pos-concentrations.txt
2019-11-19 LRK flaring-2 new-A1 L80-L87.txt,6,p24-standard,HIV-p24,TTV-16,TTMV-2,Norovirus,Sapovirus,Enterovirus A,Enterovirus B ,BB-POS,L85,L85,L85,L85,L85,L85,L85,onesample-seventantigens-3rep,neg-pos-concentrations.txt
2019-11-19 LRK flaring-2 new-A1 L80-L87.txt,7,p24-standard,HIV-p24,TTV-16,TTMV-2,Norovirus,Sapovirus,Enterovirus A,Enterovirus B ,BB-POS,L86,L86,L86,L86,L86,L86,L86,onesample-seventantigens-3rep,neg-pos-concentrations.txt
2019-11-19 LRK flaring-2 new-A1 L80-L87.txt,8,p24-standard,HIV-p24,TTV-16,TTMV-2,Norovirus,Sapovirus,Enterovirus A,Enterovirus B ,BB-POS,L87,L87,L87,L87,L87,L87,L87,onesample-seventantigens-3rep,neg-pos-concentrations.txt
2019-10-24 LRK new-ag-set-3 L31-32-33-34-35-36.txt,1,p24-standard,Norovirus,Parainfluenzavirus 1,Coronavirus 229E,Coronavirus OC43,GFP,Metapneumovirus,RSV,BB-POS,L31,L31,L31,L31,L31,L31,L31,onesample-seventantigens-3rep,neg-pos-concentrations.txt
2019-10-24 LRK new-ag-set-3 L31-32-33-34-35-36.txt,2,p24-standard,Norovirus,Parainfluenzavirus 1,Coronavirus 229E,Coronavirus OC43,GFP,Metapneumovirus,RSV,BB-POS,L32,L32,L32,L32,L32,L32,L32,onesample-seventantigens-3rep,neg-pos-concentrations.txt
2019-10-24 LRK new-ag-set-3 L31-32-33-34-35-36.txt,3,p24-standard,Norovirus,Parainfluenzavirus 1,Coronavirus 229E,Coronavirus OC43,GFP,Metapneumovirus,RSV,BB-POS,L33,L33,L33,L33,L33,L33,L33,onesample-seventantigens-3rep,neg-pos-concentrations.txt
2019-10-24 LRK new-ag-set-3 L31-32-33-34-35-36.txt,4,p24-standard,Norovirus,Parainfluenzavirus 1,Coronavirus 229E,Coronavirus OC43,GFP,Metapneumovirus,RSV,BB-POS,L34,L34,L34,L34,L34,L34,L34,onesample-seventantigens-3rep,neg-pos-concentrations.txt
2019-10-24 LRK new-ag-set-3 L31-32-33-34-35-36.txt,5,p24-standard,Norovirus,Parainfluenzavirus 1,Coronavirus 229E,Coronavirus OC43,GFP,Metapneumovirus,RSV,BB-POS,L35,L35,L35,L35,L35,L35,L35,onesample-seventantigens-3rep,neg-pos-concentrations.txt
2019-10-24 LRK new-ag-set-3 L31-32-33-34-35-36.txt,6,p24-standard,Norovirus,Parainfluenzavirus 1,Coronavirus 229E,Coronavirus OC43,GFP,Metapneumovirus,RSV,BB-POS,L36,L36,L36,L36,L36,L36,L36,onesample-seventantigens-3rep,neg-pos-concentrations.txt
2019-10-23 Young-new- ag-set-3  L37-38-39-40-41-42.txt,1,p24-standard,Norovirus,Parainfluenzavirus 1,Coronavirus 229E,Coronavirus OC43,GFP,Metapneumovirus,RSV,BB-POS,L37,L37,L37,L37,L37,L37,L37,onesample-seventantigens-3rep,neg-pos-concentrations.txt
2019-10-23 Young-new- ag-set-3  L37-38-39-40-41-42.txt,2,p24-standard,Norovirus,Parainfluenzavirus 1,Coronavirus 229E,Coronavirus OC43,GFP,Metapneumovirus,RSV,BB-POS,L38,L38,L38,L38,L38,L38,L38,onesample-seventantigens-3rep,neg-pos-concentrations.txt
2019-10-23 Young-new- ag-set-3  L37-38-39-40-41-42.txt,3,p24-standard,Norovirus,Parainfluenzavirus 1,Coronavirus 229E,Coronavirus OC43,GFP,Metapneumovirus,RSV,BB-POS,L39,L39,L39,L39,L39,L39,L39,onesample-seventantigens-3rep,neg-pos-concentrations.txt
2019-10-23 Young-new- ag-set-3  L37-38-39-40-41-42.txt,4,p24-standard,Norovirus,Parainfluenzavirus 1,Coronavirus 229E,Coronavirus OC43,GFP,Metapneumovirus,RSV,BB-POS,L40,L40,L40,L40,L40,L40,L40,onesample-seventantigens-3rep,neg-pos-concentrations.txt
2019-10-23 Young-new- ag-set-3  L37-38-39-40-41-42.txt,5,p24-standard,Norovirus,Parainfluenzavirus 1,Coronavirus 229E,Coronavirus OC43,GFP,Metapneumovirus,RSV,BB-POS,L41,L41,L41,L41,L41,L41,L41,onesample-seventantigens-3rep,neg-pos-concentrations.txt
2019-10-23 Young-new- ag-set-3  L37-38-39-40-41-42.txt,6,p24-standard,Norovirus,Parainfluenzavirus 1,Coronavirus 229E,Coronavirus OC43,GFP,Metapneumovirus,RSV,BB-POS,L42,L42,L42,L42,L42,L42,L42,onesample-seventantigens-3rep,neg-pos-concentrations.txt
2019-10-23 LRK new-ag-set-3 L25-26-27-28-29-30.txt,1,p24-standard,Norovirus,Parainfluenzavirus 1,Coronavirus 229E,Coronavirus OC43,GFP,Metapneumovirus,RSV,BB-POS,L25,L25,L25,L25,L25,L25,L25,onesample-seventantigens-3rep,neg-pos-concentrations.txt
2019-10-23 LRK new-ag-set-3 L25-26-27-28-29-30.txt,2,p24-standard,Norovirus,Parainfluenzavirus 1,Coronavirus 229E,Coronavirus OC43,GFP,Metapneumovirus,RSV,BB-POS,L26,L26,L26,L26,L26,L26,L26,onesample-seventantigens-3rep,neg-pos-concentrations.txt
2019-10-23 LRK new-ag-set-3 L25-26-27-28-29-30.txt,3,p24-standard,Norovirus,Parainfluenzavirus 1,Coronavirus 229E,Coronavirus OC43,GFP,Metapneumovirus,RSV,BB-POS,L27,L27,L27,L27,L27,L27,L27,onesample-seventantigens-3rep,neg-pos-concentrations.txt
2019-10-23 LRK new-ag-set-3 L25-26-27-28-29-30.txt,4,p24-standard,Norovirus,Parainfluenzavirus 1,Coronavirus 229E,Coronavirus OC43,GFP,Metapneumovirus,RSV,BB-POS,L28,L28,L28,L28,L28,L28,L28,onesample-seventantigens-3rep,neg-pos-concentrations.txt
2019-10-23 LRK new-ag-set-3 L25-26-27-28-29-30.txt,5,p24-standard,Norovirus,Parainfluenzavirus 1,Coronavirus 229E,Coronavirus OC43,GFP,Metapneumovirus,RSV,BB-POS,L29,L29,L29,L29,L29,L29,L29,onesample-seventantigens-3rep,neg-pos-concentrations.txt
2019-10-23 LRK new-ag-set-3 L25-26-27-28-29-30.txt,6,p24-standard,Norovirus,Parainfluenzavirus 1,Coronavirus 229E,Coronavirus OC43,GFP,Metapneumovirus,RSV,BB-POS,L30 ,L30 ,L30 ,L30 ,L30 ,L30 ,L30 ,onesample-seventantigens-3rep,neg-pos-concentrations.txt
2019-10-22 Young-new- ag-set-3  L43-44-45-46-47-48.txt,1,p24-standard,Norovirus,Parainfluenzavirus 1,Coronavirus 229E,Coronavirus OC43,GFP,Metapneumovirus,RSV,BB-POS,L43,L43,L43,L43,L43,L43,L43,onesample-seventantigens-3rep,neg-pos-concentrations.txt
2019-10-22 Young-new- ag-set-3  L43-44-45-46-47-48.txt,2,p24-standard,Norovirus,Parainfluenzavirus 1,Coronavirus 229E,Coronavirus OC43,GFP,Metapneumovirus,RSV,BB-POS,L44,L44,L44,L44,L44,L44,L44,onesample-seventantigens-3rep,neg-pos-concentrations.txt
2019-10-22 Young-new- ag-set-3  L43-44-45-46-47-48.txt,3,p24-standard,Norovirus,Parainfluenzavirus 1,Coronavirus 229E,Coronavirus OC43,GFP,Metapneumovirus,RSV,BB-POS,L45,L45,L45,L45,L45,L45,L45,onesample-seventantigens-3rep,neg-pos-concentrations.txt
2019-10-22 Young-new- ag-set-3  L43-44-45-46-47-48.txt,4,p24-standard,Norovirus,Parainfluenzavirus 1,Coronavirus 229E,Coronavirus OC43,GFP,Metapneumovirus,RSV,BB-POS,L46,L46,L46,L46,L46,L46,L46,onesample-seventantigens-3rep,neg-pos-concentrations.txt
2019-10-22 Young-new- ag-set-3  L43-44-45-46-47-48.txt,5,p24-standard,Norovirus,Parainfluenzavirus 1,Coronavirus 229E,Coronavirus OC43,GFP,Metapneumovirus,RSV,BB-POS,L47,L47,L47,L47,L47,L47,L47,onesample-seventantigens-3rep,neg-pos-concentrations.txt
